videoid,contentUrl,duration,caption
27975856,https://ak.picdn.net/shutterstock/videos/27975856/preview/stock-footage-animation-rotation-of-symbol-about-business-financial-and-industrial-work-animation-of-seamless.mp4,PT00H00M10S,"Animation rotation of symbol about business, financial and industrial work. animation of seamless loop."
1034910974,https://ak.picdn.net/shutterstock/videos/1034910974/preview/stock-footage-high-performance-bicycle-brakes-for-modern-racing-bikes.mp4,PT00H00M08S,High performance bicycle brakes for modern racing bikes.
1007770414,https://ak.picdn.net/shutterstock/videos/1007770414/preview/stock-footage-tram-sign-in-germany-with-text-translation-tram-has-priority.mp4,PT00H00M09S,Tram sign in germany with text. translation: tram has priority
28190569,https://ak.picdn.net/shutterstock/videos/28190569/preview/stock-footage-colorado-beetles-its-larvae-sitting-on-the-leaf-of-potato-spraying-of-plants-against-insects.mp4,PT00H00M14S,Colorado beetles its larvae sitting on the leaf of potato. spraying of plants against insects
20220472,https://ak.picdn.net/shutterstock/videos/20220472/preview/stock-footage-time-lapse-busy-crossroad-full-of-cars-in-the-city.mp4,PT00H00M10S,Time lapse: busy crossroad full of cars in the city.
1040313158,https://ak.picdn.net/shutterstock/videos/1040313158/preview/stock-footage-top-view-fried-eggs-with-stewed-vegetables-and-fresh-olives-the-plate-rotates-healthy-food.mp4,PT00H00M23S,"Top view, fried eggs with stewed vegetables and fresh olives. the plate rotates. healthy food concept. the plate is spinning on the tablecloth."
8643457,https://ak.picdn.net/shutterstock/videos/8643457/preview/stock-footage-hammock-between-two-palm-trees-at-river-in-mauritius.mp4,PT00H00M36S,Hammock between two palm trees at river in mauritius
1041398605,https://ak.picdn.net/shutterstock/videos/1041398605/preview/stock-footage--k-animated-background-simulating-energy-plasma.mp4,PT00H00M20S,4k animated background simulating energy plasma
30634018,https://ak.picdn.net/shutterstock/videos/30634018/preview/stock-footage-sunflower-with-bee-in-the-park-middle-shot-shallow-focus-mild-wind-in-tokyo-camera.mp4,PT00H00M13S,Sunflower with bee in the park middle shot shallow focus mild wind 2017.08.23 in tokyo camera : canon eos 7d
1045953430,https://ak.picdn.net/shutterstock/videos/1045953430/preview/stock-footage-the-guy-reads-the-news-on-his-phone-and-checks-his-laptop-a-young-entrepreneur-checks-his-phone.mp4,PT00H00M08S,The guy reads the news on his phone and checks his laptop. a young entrepreneur checks his phone and looks at his laptop
25563536,https://ak.picdn.net/shutterstock/videos/25563536/preview/stock-footage--k-happy-penguin-family-on-coastal-island-polar-animal-in-arctic-nest-in-wild-place.mp4,PT00H00M21S,"4k happy penguin family on coastal island, polar animal in arctic, nest in wild place"
1030879208,https://ak.picdn.net/shutterstock/videos/1030879208/preview/stock-footage-stockholm-stockholm-sweden-stockholm-sweden-july-young-men-work-in-a.mp4,PT00H00M09S,"Stockholm, stockholm / sweden - 07 05 2016: stockholm, sweden - july 5, 2016: young men work in a study group and discuss an assignment."
1036061555,https://ak.picdn.net/shutterstock/videos/1036061555/preview/stock-footage-a-bee-that-pollinates-a-red-flower.mp4,PT00H00M15S,A bee that pollinates a red flower
1021321276,https://ak.picdn.net/shutterstock/videos/1021321276/preview/stock-footage-teen-girl-online-shopping-looks-on-her-smartphone-in-bed-during-the-night-little-teen-hood-girl.mp4,PT00H00M20S,Teen girl online shopping looks on her smartphone in bed during the night. little teen hood girl writes a message chatting in social media messenger night evening indoors smartphone on the bed
1034459282,https://ak.picdn.net/shutterstock/videos/1034459282/preview/stock-footage-man-feeds-a-large-sea-turtle-swimming-underwater-in-the-ocean-close-up.mp4,PT00H00M15S,Man feeds a large sea turtle swimming underwater in the ocean. close-up
1052592089,https://ak.picdn.net/shutterstock/videos/1052592089/preview/stock-footage-bulk-shredded-oak-bark-chemist.mp4,PT00H00M30S,Bulk shredded oak bark chemist
22526008,https://ak.picdn.net/shutterstock/videos/22526008/preview/stock-footage-thailand-butterfly-on-white-flower-north-of-thailand.mp4,PT00H00M27S,Thailand butterfly on white flower north of thailand
16495606,https://ak.picdn.net/shutterstock/videos/16495606/preview/stock-footage-aerial-view-from-a-hot-air-balloon-of-taitung-city-taidong-located-in-the-eastern-coast-of-taiwan.mp4,PT00H00M14S,"Aerial view from a hot air balloon of taitung city, taidong, located in the eastern coast of taiwan. 4k"
1039943546,https://ak.picdn.net/shutterstock/videos/1039943546/preview/stock-footage-beautiful-caucasian-girl-with-fluffy-haircut-and-pleasant-smile-standing-behind-yellow-leaves-in.mp4,PT00H00M05S,Beautiful caucasian girl with fluffy haircut and pleasant smile standing behind yellow leaves in the autumn park. pretty european woman posing at the camera outdoors. cinema 4k footage prores hq.
1061560624,https://ak.picdn.net/shutterstock/videos/1061560624/preview/stock-footage-slow-motion-of-happy-girl-enjoying-champage-in-warm-bath-smiling-relaxing-at-home-in-bathroom.mp4,PT00H00M12S,Slow motion of happy girl enjoying champage in warm bath smiling relaxing at home in bathroom. alcoholic drinks and youth lifestyle concept.
1022133295,https://ak.picdn.net/shutterstock/videos/1022133295/preview/stock-footage-time-lapse-of-sunset-with-mountain.mp4,PT00H00M11S,Time lapse of sunset with mountain
11302613,https://ak.picdn.net/shutterstock/videos/11302613/preview/stock-footage-the-horse-is-looking-forward.mp4,PT00H00M14S,The horse is looking forward
1042626922,https://ak.picdn.net/shutterstock/videos/1042626922/preview/stock-footage-golden-big-shiny-fireworks-with-bokeh-lights-in-the-night-sky-glowing-firework-show-new-year-s.mp4,PT00H00M14S,Golden big shiny fireworks with bokeh lights in the night sky. glowing firework show. new year's eve fireworks celebration. fireworks festival.
1033333412,https://ak.picdn.net/shutterstock/videos/1033333412/preview/stock-footage-brown-tabby-domestic-cat-pussy-sitting-on-white-background-slow-motion-k.mp4,PT00H00M12S,"Brown tabby domestic cat, pussy sitting on white background, slow motion 4k"
1032401993,https://ak.picdn.net/shutterstock/videos/1032401993/preview/stock-footage-young-teenage-couple-watching-smartphone-discussing.mp4,PT00H00M15S,Young teenage couple watching smartphone discussing
27180619,https://ak.picdn.net/shutterstock/videos/27180619/preview/stock-footage-close-up-cute-little-girl-singing-on-the-microphone-wearing-white-headphones-little-girl-moving-to.mp4,PT00H00M17S,Close up cute little girl singing on the microphone wearing white headphones. little girl moving to the rytm. indoor shooting
1007829487,https://ak.picdn.net/shutterstock/videos/1007829487/preview/stock-footage-female-performing-step-aerobics-exercises-set-in-slow-motion.mp4,PT00H00M30S,Female performing step aerobics exercises set in slow motion
12757697,https://ak.picdn.net/shutterstock/videos/12757697/preview/stock-footage-bottom-view-of-a-coconut-seller-at-the-top-of-a-palm-tree-cutting-bunch-of-coconut-to-bring-it-down.mp4,PT00H00M16S,Bottom view of a coconut seller at the top of a palm tree cutting bunch of coconut to bring it down using a rope
25522733,https://ak.picdn.net/shutterstock/videos/25522733/preview/stock-footage-mountain-road-with-fog.mp4,PT00H00M26S,Mountain road with fog
1036757210,https://ak.picdn.net/shutterstock/videos/1036757210/preview/stock-footage-circa-s-a-film-about-aviation-in-america-this-section-discusses-crash-avoidance.mp4,PT00H02M34S,"Circa 1970s - a 1978 film about aviation in america. this section discusses crash avoidance technology, early voice control systems."
5050661,https://ak.picdn.net/shutterstock/videos/5050661/preview/stock-footage-man-eating-baguette-standing-by-the-city-street.mp4,PT00H00M17S,Man eating baguette standing by the city street
1017451462,https://ak.picdn.net/shutterstock/videos/1017451462/preview/stock-footage-businessman-walking-towards-camera-with-friend-country-flags-pin-portugal-honduras.mp4,PT00H00M10S,Businessman walking towards camera with friend country flags pin portugal - honduras
31491118,https://ak.picdn.net/shutterstock/videos/31491118/preview/stock-footage-new-jersey-circa-flying-up-new-jersey-beach-towards-sandy-hook-with-new-york-city-in-distance.mp4,PT00H00M25S,"New jersey circa-2017, flying up new jersey beach towards sandy hook with new york city in distance. shot with cineflex and red epic-w helium."
1035272321,https://ak.picdn.net/shutterstock/videos/1035272321/preview/stock-footage-seagull-looking-at-the-ship-at-marina-green-in-san-francisco.mp4,PT00H00M07S,Seagull looking at the ship at marina green in san francisco
1057848424,https://ak.picdn.net/shutterstock/videos/1057848424/preview/stock-footage-two-romantic-white-swans-swims-on-the-lake-near-shore-at-the-sun-day.mp4,PT00H00M17S,Two romantic white swans swims on the lake near shore at the sun day
1050294454,https://ak.picdn.net/shutterstock/videos/1050294454/preview/stock-footage-high-flying-over-sunny-coastline.mp4,PT00H00M10S,High flying over sunny coastline
22492039,https://ak.picdn.net/shutterstock/videos/22492039/preview/stock-footage-waves-on-shoreline-of-lake-tekapo-and-grass-beach-canterbury-region-south-island-new-zealand.mp4,PT00H00M27S,Waves on shoreline of lake tekapo and grass beach canterbury region south island new zealand
1026862628,https://ak.picdn.net/shutterstock/videos/1026862628/preview/stock-footage-young-gamers-playing-video-game-while-spending-weekend-at-pc-gaming-club.mp4,PT00H00M19S,Young gamers playing video game while spending weekend at pc gaming club.
1034090498,https://ak.picdn.net/shutterstock/videos/1034090498/preview/stock-footage-view-from-inside-the-observatory-ball-of-the-fuji-tv-building-in-tokyo-japan.mp4,PT00H00M13S,View from inside the observatory ball of the fuji tv building in tokyo japan
1019940217,https://ak.picdn.net/shutterstock/videos/1019940217/preview/stock-footage-autumn-landscape-bush-with-fruits-in-the-forest.mp4,PT00H00M06S,Autumn landscape. bush with fruits in the forest.
1005626710,https://ak.picdn.net/shutterstock/videos/1005626710/preview/stock-footage-kyoto-japan-sep-timelapse-of-the-visitors-at-the-gate-of-fushimi-inari-shrine-kyoto-japan.mp4,PT00H00M10S,"Kyoto,japan-sep 4,2017: timelapse of the visitors at the gate of fushimi inari shrine, kyoto, japan"
11515535,https://ak.picdn.net/shutterstock/videos/11515535/preview/stock-footage-hd-storm-and-waves.mp4,PT00H00M25S,Hd: storm and waves
1042336897,https://ak.picdn.net/shutterstock/videos/1042336897/preview/stock-footage-rotating-time-lapse-on-beach-as-twilight-transitions-to-day-one-half-hour-compressed-into.mp4,PT00H00M20S,Rotating time lapse on beach as twilight transitions to day. one half hour compressed into 20 seconds.
2496884,https://ak.picdn.net/shutterstock/videos/2496884/preview/stock-footage-fallow-deer.mp4,PT00H00M11S,Fallow deer
4694525,https://ak.picdn.net/shutterstock/videos/4694525/preview/stock-footage-a-little-boy-learning-how-to-climb-on-rocks-in-southern-utah.mp4,PT00H00M15S,A little boy learning how to climb on rocks in southern utah
1028309123,https://ak.picdn.net/shutterstock/videos/1028309123/preview/stock-footage-a-peaceful-flight-over-a-canal.mp4,PT00H00M51S,A peaceful flight over a canal
33887443,https://ak.picdn.net/shutterstock/videos/33887443/preview/stock-footage-guangzhou-china-september-tram-moving-along-the-pearl-river-at-downtown-of-guangzhou.mp4,PT00H00M05S,"Guangzhou, china - september 16, 2017: tram moving along the pearl river at downtown of guangzhou. system of guangzhou trams is popular among tourists of asia. accelerated time."
12408131,https://ak.picdn.net/shutterstock/videos/12408131/preview/stock-footage-spinning-red-daruma-dolls-on-purple-background-loop-able-d-render-animation.mp4,PT00H00M06S,"Spinning red daruma dolls on purple background.
loop able 3d render animation."
1030440068,https://ak.picdn.net/shutterstock/videos/1030440068/preview/stock-footage-portrait-of-beautiful-smiling-girl-does-yoga-exercise-ocean-on-background-girl-meditates-with.mp4,PT00H00M13S,"Portrait of beautiful smiling girl does yoga exercise, ocean on background. girl meditates with closed eyes in summer day."
30318325,https://ak.picdn.net/shutterstock/videos/30318325/preview/stock-footage-ruins-of-an-ancient-fortress-at-sunset.mp4,PT00H00M30S,Ruins of an ancient fortress at sunset
1042978162,https://ak.picdn.net/shutterstock/videos/1042978162/preview/stock-footage-food-waste-a-woman-throw-away-uneaten-sweet-bakery-leftovers.mp4,PT00H00M13S,Food waste. a woman throw away uneaten sweet bakery leftovers
5299433,https://ak.picdn.net/shutterstock/videos/5299433/preview/stock-footage-small-port-of-vlissingen-netherlands.mp4,PT00H00M10S,Small port of vlissingen (netherlands)
1054979888,https://ak.picdn.net/shutterstock/videos/1054979888/preview/stock-footage-young-man-sitting-on-a-comfortable-red-bean-bag-with-a-guitar-in-arms-is-writing-an-message-to-his.mp4,PT00H00M14S,Young man sitting on a comfortable red bean bag with a guitar in arms is writing an message to his friends
1062850975,https://ak.picdn.net/shutterstock/videos/1062850975/preview/stock-footage-a-beautiful-woman-waist-high-in-a-swimming-pool-raises-her-arms-to-the-sky.mp4,PT00H00M12S,A beautiful woman waist-high in a swimming pool raises her arms to the sky.
1050975085,https://ak.picdn.net/shutterstock/videos/1050975085/preview/stock-footage--mallard-duck-on-a-pond.mp4,PT00H00M24S,mallard duck on a pond
1053575516,https://ak.picdn.net/shutterstock/videos/1053575516/preview/stock-footage-slow-motion-of-pop-corn-falling-on-a-red-background.mp4,PT00H00M10S,Slow motion of pop corn falling on a red background
1031925815,https://ak.picdn.net/shutterstock/videos/1031925815/preview/stock-footage-airplane-turbine-with-flag-of-hong-kong-hk-transportation-conceptual-d-animation.mp4,PT00H00M09S,Airplane turbine with flag of hong kong. hk transportation conceptual 3d animation
1037268305,https://ak.picdn.net/shutterstock/videos/1037268305/preview/stock-footage-attractive-young-woman-in-glasses-the-official-style-businesswoman-closeup.mp4,PT00H00M19S,Attractive young woman  in glasses. the official style. businesswoman. closeup.
5324789,https://ak.picdn.net/shutterstock/videos/5324789/preview/stock-footage-panoramic-view-of-london-from-above-showing-busy-streets-buildings-blue-sky.mp4,PT00H00M22S,"Panoramic view of london from above showing busy streets, buildings, blue sky."
1020301507,https://ak.picdn.net/shutterstock/videos/1020301507/preview/stock-footage-bearded-young-man-in-doubt-with-open-mouth-close-up-of-surprised-man.mp4,PT00H00M07S,Bearded young man in doubt with open mouth. close-up of surprised man.
1025245844,https://ak.picdn.net/shutterstock/videos/1025245844/preview/stock-footage-young-woman-relaxing-on-hammock-in-tropical-climate-hands-behind-head-enjoying-serene-environment.mp4,PT00H00M14S,Young woman relaxing on hammock in tropical climate hands behind head enjoying serene environment with palm trees and green grass garden. people travel relax concept in vacations
1006641379,https://ak.picdn.net/shutterstock/videos/1006641379/preview/stock-footage-circa-s-a-film-about-copper-mining-and-smelting-in-the-s-and-s.mp4,PT00H01M07S,Circa 1940s - a film about copper mining and smelting in the 1940's and 1950's.
922156,https://ak.picdn.net/shutterstock/videos/922156/preview/stock-footage-cows-grazing.mp4,PT00H00M09S,Cows grazing
1045961845,https://ak.picdn.net/shutterstock/videos/1045961845/preview/stock-footage-portrait-of-young-industrial-technicians-in-the-factory.mp4,PT00H00M10S,Portrait of young industrial technicians in the factory.
1034153873,https://ak.picdn.net/shutterstock/videos/1034153873/preview/stock-footage-undergrowth-and-trees-into-the-magic-forest-beautiful-vegetation-and-amazing-colors-fps.mp4,PT00H00M31S,"Undergrowth and trees into the magic forest, beautiful vegetation and amazing colors, fps:60"
25400726,https://ak.picdn.net/shutterstock/videos/25400726/preview/stock-footage-closeup-of-couple-using-digital-tablet-by-fireplace-viewing-travel-photos-on-touchscreen-browsing.mp4,PT00H00M12S,Closeup of couple using digital tablet by fireplace viewing travel photos on touchscreen browsing social media sharing wanderlust
20061565,https://ak.picdn.net/shutterstock/videos/20061565/preview/stock-footage-two-butterflies-polinating-a-flower.mp4,PT00H00M12S,Two butterflies polinating a flower
1060045259,https://ak.picdn.net/shutterstock/videos/1060045259/preview/stock-footage-happy-young-woman-preparing-delicious-nutritious-smoothie-in-kiwi-blender.mp4,PT00H00M10S,Happy young woman preparing delicious nutritious smoothie in kiwi blender.
1034519375,https://ak.picdn.net/shutterstock/videos/1034519375/preview/stock-footage-baku-azerbaijan-may-waterfront-shopping-mall-at-seaside-boulevard-aerial-view.mp4,PT00H00M20S,Baku / azerbaijan - may 2019: waterfront shopping mall at seaside boulevard. aerial view
26537741,https://ak.picdn.net/shutterstock/videos/26537741/preview/stock-footage-pyongyang-dprk-north-korea-may-panoramic-view-of-pyongyang-and-the-taedong-river-in.mp4,PT00H00M20S,Pyongyang / dprk - north korea - may 02 2017: panoramic view of pyongyang and the taedong river in the morning. uhd - 4k
1048583497,https://ak.picdn.net/shutterstock/videos/1048583497/preview/stock-footage-portrait-of-unhappy-old-caucasian-man-with-walking-stick-looking-aside-and-sighing-depressed.mp4,PT00H00M15S,"Portrait of unhappy old caucasian man with walking stick looking aside and sighing. depressed senior retiree touching face and talking to himself. loneliness, aging, lifestyle, despair."
1010802047,https://ak.picdn.net/shutterstock/videos/1010802047/preview/stock-footage-many-abstract-cubes-optical-illusion-modern-computer-generated-d-rendering-background.mp4,PT00H00M16S,"Many abstract cubes, optical illusion, modern computer generated 3d rendering background"
1010961968,https://ak.picdn.net/shutterstock/videos/1010961968/preview/stock-footage-young-woman-doing-yoga-exercises-in-colorful-fitness-studio.mp4,PT00H00M11S,Young woman doing yoga exercises in colorful fitness studio
14022074,https://ak.picdn.net/shutterstock/videos/14022074/preview/stock-footage-beautiful-sunset.mp4,PT00H00M17S,Beautiful sunset
1047037114,https://ak.picdn.net/shutterstock/videos/1047037114/preview/stock-footage-my-husband-treats-his-teeth-a-visit-to-a-dental-clinic-a-beautiful-smile-a-professional-dentist.mp4,PT00H00M10S,"My husband treats his teeth, a visit to a dental clinic, a beautiful smile, a professional dentist"
15028711,https://ak.picdn.net/shutterstock/videos/15028711/preview/stock-footage-ed-fat-cat-lying-in-bed-on-the-blanket-looking-away-puts-his-head-on-the-blanket-fell-asleep.mp4,PT00H00M58S,"Ed fat cat lying in bed on the blanket, looking away, puts his head on the blanket fell asleep closes his eyes white blanket with pink flowers peonies sleepy morning lazy day lying bed after eating"
1015258507,https://ak.picdn.net/shutterstock/videos/1015258507/preview/stock-footage-dark-stormy-thunderstorm-clouds-time-lapse-very-bad-weather-cataclysm-after-rain-weather-fast.mp4,PT00H00M05S,"Dark stormy thunderstorm clouds time lapse. very bad weather, cataclysm, after rain weather, fast moving, motion, fluffy, puffy cloudscape."
1050224062,https://ak.picdn.net/shutterstock/videos/1050224062/preview/stock-footage-aerial-footage-of-an-agricultural-field-in-early-spring.mp4,PT00H00M09S,Aerial footage of an agricultural field in early spring.
1054845944,https://ak.picdn.net/shutterstock/videos/1054845944/preview/stock-footage-amazing-sunset-at-portnoo-in-county-donegal-ireland.mp4,PT00H00M10S,Amazing sunset at portnoo in county donegal - ireland.
7187647,https://ak.picdn.net/shutterstock/videos/7187647/preview/stock-footage-panning-shot-of-the-cell-membrane-glucose-insulin-insulin-receptors-with-out-of-focus-fat.mp4,PT00H00M19S,"Panning shot of the cell membrane, glucose, insulin, insulin receptors with out of focus fat compounds in the background with shining light in the top left corner"
16705819,https://ak.picdn.net/shutterstock/videos/16705819/preview/stock-footage-closed-amusement-park-carousel-standing-still-in-the-dusk-abandoned-place.mp4,PT00H00M07S,Closed amusement park. carousel standing still in the dusk. abandoned place.
22786690,https://ak.picdn.net/shutterstock/videos/22786690/preview/stock-footage-vienna-austria-december-steadicam-shot-of-different-states-and-osce-organization-for.mp4,PT00H00M29S,"Vienna, austria - december, 24 steadicam shot of different states and osce organization for security and co-operation in europe waving flags. 4k clip"
1051829392,https://ak.picdn.net/shutterstock/videos/1051829392/preview/stock-footage-police-officer-soldier-and-drivers-wearing-face-masks-when-interacting-with-each-other-covid.mp4,PT00H00M08S,"Police officer, soldier and drivers wearing face masks when interacting with each other. covid-19, triumphal arch, bucharest, romania. march 29.2020"
708163,https://ak.picdn.net/shutterstock/videos/708163/preview/stock-footage-snow-capped-pine-branch-swaying-in-the-wind-focus-on-foreground-hd.mp4,PT00H00M22S,"Snow-capped pine branch swaying in the wind, focus on foreground, hd"
1035595958,https://ak.picdn.net/shutterstock/videos/1035595958/preview/stock-footage-spring-sowing-tractor-fendt-processed-agricultural-land.mp4,PT00H00M11S,Spring sowing tractor fendt 936 processed agricultural land
31750369,https://ak.picdn.net/shutterstock/videos/31750369/preview/stock-footage-fun-doctor-d-animation.mp4,PT00H00M19S,Fun doctor - 3d animation
1028356103,https://ak.picdn.net/shutterstock/videos/1028356103/preview/stock-footage-portrait-of-the-installer-at-the-ice-panel-portrait-of-an-assembler-worker-in-an-orange-reflective.mp4,PT00H00M05S,Portrait of the installer at the ice panel portrait of an assembler worker in an orange reflective vest and helmet by the ice panel
1010007707,https://ak.picdn.net/shutterstock/videos/1010007707/preview/stock-footage-water-feeding-the-mill-wheel.mp4,PT00H00M05S,Water feeding the mill wheel
1011442619,https://ak.picdn.net/shutterstock/videos/1011442619/preview/stock-footage-medical-background-dna-double-helix.mp4,PT00H00M10S,"Medical background,dna double helix"
1022760535,https://ak.picdn.net/shutterstock/videos/1022760535/preview/stock-footage-majestic-mountain-river-in-vancouver-canada-drone-flying-aerial-view-with-mountain-background.mp4,PT00H00M19S,"Majestic mountain river in vancouver, canada. drone flying. aerial view with mountain background. 4k."
173710,https://ak.picdn.net/shutterstock/videos/173710/preview/stock-footage-aerial-view-over-dry-riverbed.mp4,PT00H00M11S,Aerial view over dry riverbed
33859360,https://ak.picdn.net/shutterstock/videos/33859360/preview/stock-footage-gothenburg-sweden-sept-timelapse-elevated-view-of-a-construction-site-with-machinery.mp4,PT00H00M07S,"Gothenburg, sweden - sept 30, 2017. timelapse elevated view of a construction site with machinery and workers. 4k, 30p"
1029662582,https://ak.picdn.net/shutterstock/videos/1029662582/preview/stock-footage-man-in-formal-clother-with-a-headset-presenting-something-alpha-channel.mp4,PT00H00M28S,"Man in formal clother with a headset presenting something, alpha channel"
1046171551,https://ak.picdn.net/shutterstock/videos/1046171551/preview/stock-footage-rose-window-florence-cathedral-piazza-del-duomo-florence-italy.mp4,PT00H00M08S,"Rose window, florence cathedral, piazza del duomo, florence, italy."
1027923416,https://ak.picdn.net/shutterstock/videos/1027923416/preview/stock-footage-symbol-fax-appears-from-crumbling-sand-then-crumbles-down-alpha-channel-premultiplied-matted.mp4,PT00H00M11S,Symbol fax appears from crumbling sand. then crumbles down. alpha channel premultiplied - matted with color black
8907907,https://ak.picdn.net/shutterstock/videos/8907907/preview/stock-footage--k-team-of-workers-in-an-electronics-factory-warehouse-packaging-goods-and-preparing-deliveries.mp4,PT00H00M30S,4k team of workers in an electronics factory warehouse packaging goods and preparing deliveries
20396113,https://ak.picdn.net/shutterstock/videos/20396113/preview/stock-footage-shrimping-trawler-sails-out-to-sea-at-night-to-fish.mp4,PT00H00M06S,Shrimping trawler sails out to sea at night to fish.
23949607,https://ak.picdn.net/shutterstock/videos/23949607/preview/stock-footage-orenburg-russia-february-boys-compete-in-judo-at-the-championship-of-the-orenburg-region.mp4,PT00H00M24S,"Orenburg, russia - 5 february 2016: boys compete in judo at the championship of the orenburg region on judo boys 2002-2003 biennium of birth"
1023471445,https://ak.picdn.net/shutterstock/videos/1023471445/preview/stock-footage-drone-shoot-of-cityscape-and-seascape-in-shenzhen-china-high-rising-buildings-stand-in-great.mp4,PT00H00M25S,"Drone shoot of cityscape and seascape in shenzhen china,high rising buildings stand in great numbers, ships stopped in the port"
1035368897,https://ak.picdn.net/shutterstock/videos/1035368897/preview/stock-footage-energy-explosion-animation-cartoon-energy-animation-energy-animation-with-black-png-background-more.mp4,PT00H00M10S,"Energy explosion animation,cartoon energy animation,energy animation with black png background.more elements in our portfolio"
1014036899,https://ak.picdn.net/shutterstock/videos/1014036899/preview/stock-footage-buckwheat-crop-detail-shot-in-summer-sunset.mp4,PT00H00M17S,Buckwheat crop detail shot in summer sunset
1025166401,https://ak.picdn.net/shutterstock/videos/1025166401/preview/stock-footage-teide-volcano-surroundings-and-landscape-views-with-clouds-in-tenerife-canary-islands.mp4,PT00H00M12S,"Teide volcano surroundings and landscape views with clouds in tenerife, canary islands"
11764565,https://ak.picdn.net/shutterstock/videos/11764565/preview/stock-footage-aerial-spain-torroella-de-montgri-castle-castle-on-hill-near-pals.mp4,PT00H00M16S,Aerial spain-torroella de montgri castle 2007: castle on hill near pals
25452443,https://ak.picdn.net/shutterstock/videos/25452443/preview/stock-footage-thai-cultural-show-hanuman-thai-style-mask-is-used-in-royal-performance-khon-ramayana.mp4,PT00H00M22S,"Thai cultural show ,hanuman thai style mask  is used in royal performance.khon ramayana"
1061399734,https://ak.picdn.net/shutterstock/videos/1061399734/preview/stock-footage-video-clip-of-flooding-water-running-over-concrete-floor.mp4,PT00H00M11S,Video clip of flooding water running over concrete floor
27685522,https://ak.picdn.net/shutterstock/videos/27685522/preview/stock-footage-young-woman-hiking-in-mountains-over-amalfi-coast-slow-motion.mp4,PT00H00M44S,Young woman hiking in mountains over amalfi coast. slow motion
1027898393,https://ak.picdn.net/shutterstock/videos/1027898393/preview/stock-footage-los-angeles-california-editorial-male-hand-holding-horizontally-smartphone-device-with.mp4,PT00H00M22S,"Los angeles, california 15/03/2019 editorial: male hand holding horizontally smartphone device with blank chromakey screen in the park on blurred background of trees in the bright forest. modern"
1032301058,https://ak.picdn.net/shutterstock/videos/1032301058/preview/stock-footage-abstract-background-with-beautiful-color.mp4,PT00H00M07S,Abstract background with beautiful color
10300457,https://ak.picdn.net/shutterstock/videos/10300457/preview/stock-footage-propeller-shaft-and-flywheel-of-marine-engine.mp4,PT00H00M10S,Propeller shaft and flywheel of marine engine
1009974185,https://ak.picdn.net/shutterstock/videos/1009974185/preview/stock-footage-rome-italy-april-two-people-train-in-a-canoe-along-a-river-in-black-and-white.mp4,PT00H00M11S,"Rome, italy - april 11, 2018:two people train in a canoe along a river. in black and white"
20624428,https://ak.picdn.net/shutterstock/videos/20624428/preview/stock-footage-valentine-animated-greeting-card.mp4,PT00H00M10S,Valentine animated greeting card
1023782743,https://ak.picdn.net/shutterstock/videos/1023782743/preview/stock-footage-plastic-basket-smoke.mp4,PT00H00M39S,Plastic basket smoke
4938569,https://ak.picdn.net/shutterstock/videos/4938569/preview/stock-footage-candles-lights-dolly.mp4,PT00H00M19S,Candles lights dolly
1024342007,https://ak.picdn.net/shutterstock/videos/1024342007/preview/stock-footage-back-view-of-silhouette-woman-stretching-in-bed-after-waking-up-in-the-morning-in-front-of-window.mp4,PT00H00M21S,"Back view of silhouette woman stretching in bed after waking up in the morning, in front of window curtain with ocean sea beach view palm trees, traveling and relaxing concept."
1197106,https://ak.picdn.net/shutterstock/videos/1197106/preview/stock-footage-a-cute-dog-lies-on-grass-and-dozes.mp4,PT00H00M12S,A cute dog lies on grass and dozes
1044758482,https://ak.picdn.net/shutterstock/videos/1044758482/preview/stock-footage-chiang-mai-thailand-jan-a-beautiful-view-of-the-city-and-its-buildings-and-people.mp4,PT00H00M11S,"Chiang mai, thailand - jan, 16, 2020: a beautiful view of the city and its buildings and people."
1026197201,https://ak.picdn.net/shutterstock/videos/1026197201/preview/stock-footage-power-switch-tumbler-being-turned-on-and-off-by-musician-colorful-neon-light-close-up-view.mp4,PT00H00M19S,"Power switch tumbler being turned on and off by musician. colorful neon light. close up view. concert, music concept"
1031136635,https://ak.picdn.net/shutterstock/videos/1031136635/preview/stock-footage-wood-anemones-anemone-nemorosa-in-typical-light-forest-first-spring-flowers-spring-primrose.mp4,PT00H00M10S,"Wood anemones (anemone nemorosa) in typical light forest, first spring flowers. spring primrose. flowers and people walking in the park in the background"
1030034894,https://ak.picdn.net/shutterstock/videos/1030034894/preview/stock-footage-sunset-sky-in-majorca-island-spain.mp4,PT00H00M10S,"Sunset sky in majorca island, spain"
1016411245,https://ak.picdn.net/shutterstock/videos/1016411245/preview/stock-footage-seamless-loop-of-blinking-lights-abstract-tech-background-futuristic-data-transfer-cloud.mp4,PT00H00M20S,"Seamless loop of blinking lights. abstract tech background. futuristic data transfer, cloud computing, technology, neural network, science and engineering motion background in depth of field"
1009630130,https://ak.picdn.net/shutterstock/videos/1009630130/preview/stock-footage-gold-egg-yolk-thread-cakes.mp4,PT00H00M13S,Gold egg yolk thread cakes
26480996,https://ak.picdn.net/shutterstock/videos/26480996/preview/stock-footage--mystic-whirlwinds-of-sparks-grow-in-light-waves-electromagnet-fields-abstraction.mp4,PT00H00M08S,mystic whirlwinds of sparks grow in light waves electromagnet fields. abstraction
